48 145
v 0 867.389 186.146
v 1 286.765 0
v 2 712.074 182.405
v 3 50.4386 107.198
v 4 396.285 210.784
v 5 980.134 573.787
v 6 975.619 478.07
v 7 935.888 162.281
v 8 888.545 241.873
v 9 142.157 263.029
v 10 704.076 334.881
v 11 771.285 369.324
v 12 605.779 343.653
v 13 593.653 261.223
v 14 817.466 344.814
v 15 786.507 85.0103
v 16 980.521 667.441
v 17 961.3 461.816
v 18 996.13 607.972
v 19 759.804 458.075
v 20 577.012 433.308
v 21 785.733 141.899
v 22 669.376 280.186
v 23 209.365 361.068
v 24 554.309 298.246
v 25 85.7843 128.483
v 26 973.297 620.356
v 27 971.491 512.255
v 28 408.54 96.2332
v 29 947.11 579.979
v 30 972.007 360.036
v 31 417.312 425.052
v 32 827.657 408.024
v 33 593.137 153.251
v 34 1.67699 284.572
v 35 933.695 486.197
v 36 1000 591.46
v 37 952.27 288.184
v 38 448.142 363.648
v 39 807.663 274.123
v 40 641.77 16.7699
v 41 245.872 201.109
v 42 937.822 630.676
v 43 967.363 416.538
v 44 0 343.911
v 45 876.806 384.804
v 46 667.57 418.989
v 47 388.674 249.226
e 0 8 59.6081
e 0 7 72.5367
e 0 21 92.8737
e 0 39 106.336
e 0 15 129.5
e 1 28 155.21
e 1 41 205.225
e 1 4 237.539
e 1 25 238.539
e 1 3 259.502
e 2 21 84.0611
e 2 22 106.697
e 2 33 122.458
e 2 15 122.58
e 2 39 132.474
e 3 25 41.2597
e 3 9 180.819
e 3 34 183.954
e 3 41 216.826
e 3 44 242.027
e 4 47 39.1879
e 4 28 115.205
e 4 41 150.724
e 4 38 161.42
e 4 24 180.613
e 5 36 26.5891
e 5 29 33.5992
e 5 18 37.7421
e 5 26 47.0678
e 5 27 62.1365
e 6 17 21.6615
e 6 27 34.4331
e 6 35 42.7051
e 6 43 62.0839
e 5 6 95.8237
e 7 8 92.6081
e 7 37 126.964
e 7 21 151.532
e 7 15 168.182
e 8 37 78.7757
e 8 39 87.0747
e 8 14 125.096
e 9 23 118.864
e 9 41 120.793
e 9 34 142.122
e 9 25 145.878
e 9 44 163.556
e 10 22 64.7746
e 10 11 75.5201
e 10 46 91.6885
e 10 12 98.6878
e 10 14 113.824
e 11 14 52.2826
e 11 32 68.3778
e 11 19 89.4908
e 11 39 101.915
e 12 24 68.6373
e 12 13 83.3175
e 12 22 89.8479
e 12 20 94.1563
e 12 46 97.4345
e 13 24 54.0249
e 13 22 78.0607
e 13 33 107.973
e 10 13 132.736
e 14 32 64.0257
e 14 39 71.368
e 14 45 71.5566
e 15 21 56.8938
e 15 40 160.017
e 16 26 47.6356
e 16 42 56.3455
e 16 18 61.4829
e 16 36 78.4375
e 16 29 93.6256
e 17 35 36.8307
e 17 43 45.6828
e 17 27 51.4578
e 17 30 102.342
e 18 36 16.9593
e 18 26 25.975
e 18 29 56.4492
e 19 32 84.3164
e 19 46 100.174
e 14 19 127.095
e 10 19 135.212
e 20 46 91.6823
e 20 24 136.957
e 20 38 146.492
e 20 31 159.914
e 21 39 134.03
e 8 21 143.406
e 22 24 116.476
e 23 41 164.072
e 23 44 210.067
e 23 47 211.33
e 23 31 217.567
e 24 38 124.695
e 25 41 175.792
e 25 34 177.307
e 25 44 231.88
e 26 42 36.9453
e 26 36 39.3447
e 27 35 45.9086
e 27 29 71.9793
e 28 47 154.277
e 28 33 193.203
e 28 41 193.545
e 26 29 48.1251
e 29 42 51.5404
e 29 36 54.1213
e 30 43 56.6921
e 30 37 74.5139
e 30 45 98.3703
e 6 30 118.089
e 31 38 68.709
e 31 47 178.143
e 24 31 186.676
e 12 31 205.294
e 32 45 54.3576
e 32 35 131.738
e 33 40 144.887
e 22 33 148.07
e 24 33 150.104
e 34 44 59.3632
e 23 34 221.328
e 35 43 77.3694
e 29 35 94.737
e 36 42 73.5113
e 37 45 122.598
e 37 43 129.238
e 38 47 128.953
e 12 38 158.9
e 10 39 120.09
e 2 40 179.938
e 21 40 190.742
e 28 40 246.395
e 41 47 150.69
e 18 42 62.5718
e 5 42 70.8984
e 27 43 95.8062
e 43 45 95.9565
e 11 45 106.651
e 11 46 114.993
e 24 47 172.736
