48 94
v 0 867.389 186.146
v 1 286.765 0
v 2 712.074 182.405
v 3 50.4386 107.198
v 4 396.285 210.784
v 5 980.134 573.787
v 6 975.619 478.07
v 7 935.888 162.281
v 8 888.545 241.873
v 9 142.157 263.029
v 10 704.076 334.881
v 11 771.285 369.324
v 12 605.779 343.653
v 13 593.653 261.223
v 14 817.466 344.814
v 15 786.507 85.0103
v 16 980.521 667.441
v 17 961.3 461.816
v 18 996.13 607.972
v 19 759.804 458.075
v 20 577.012 433.308
v 21 785.733 141.899
v 22 669.376 280.186
v 23 209.365 361.068
v 24 554.309 298.246
v 25 85.7843 128.483
v 26 973.297 620.356
v 27 971.491 512.255
v 28 408.54 96.2332
v 29 947.11 579.979
v 30 972.007 360.036
v 31 417.312 425.052
v 32 827.657 408.024
v 33 593.137 153.251
v 34 1.67699 284.572
v 35 933.695 486.197
v 36 1000 591.46
v 37 952.27 288.184
v 38 448.142 363.648
v 39 807.663 274.123
v 40 641.77 16.7699
v 41 245.872 201.109
v 42 937.822 630.676
v 43 967.363 416.538
v 44 0 343.911
v 45 876.806 384.804
v 46 667.57 418.989
v 47 388.674 249.226
e 18 36 16.9593
e 6 17 21.6615
e 18 26 25.975
e 5 36 26.5891
e 5 29 33.5992
e 6 27 34.4331
e 17 35 36.8307
e 26 42 36.9453
e 4 47 39.1879
e 3 25 41.2597
e 17 43 45.6828
e 16 26 47.6356
e 11 14 52.2826
e 13 24 54.0249
e 32 45 54.3576
e 30 43 56.6921
e 15 21 56.8938
e 34 44 59.3632
e 0 8 59.6081
e 5 27 62.1365
e 14 32 64.0257
e 10 22 64.7746
e 12 24 68.6373
e 31 38 68.709
e 14 39 71.368
e 0 7 72.5367
e 30 37 74.5139
e 10 11 75.5201
e 13 22 78.0607
e 8 37 78.7757
e 2 21 84.0611
e 19 32 84.3164
e 8 39 87.0747
e 20 46 91.6823
e 10 46 91.6885
e 0 21 92.8737
e 13 33 107.973
e 4 28 115.205
e 9 23 118.864
e 9 41 120.793
e 24 38 124.695
e 38 47 128.953
e 9 34 142.122
e 33 40 144.887
e 9 25 145.878
e 41 47 150.69
e 1 28 155.21
e 5 18 37.7421
e 26 36 39.3447
e 6 35 42.7051
e 27 35 45.9086
e 5 26 47.0678
e 26 29 48.1251
e 17 27 51.4578
e 29 42 51.5404
e 16 42 56.3455
e 6 43 62.0839
e 11 32 68.3778
e 14 45 71.5566
e 27 29 71.9793
e 12 13 83.3175
e 11 19 89.4908
e 12 22 89.8479
e 7 8 92.6081
e 12 20 94.1563
e 43 45 95.9565
e 12 46 97.4345
e 30 45 98.3703
e 10 12 98.6878
e 19 46 100.174
e 11 39 101.915
e 0 39 106.336
e 11 45 106.651
e 2 22 106.697
e 22 24 116.476
e 2 33 122.458
e 2 15 122.58
e 37 45 122.598
e 8 14 125.096
e 21 39 134.03
e 20 38 146.492
e 4 41 150.724
e 28 47 154.277
e 20 31 159.914
e 15 40 160.017
e 4 38 161.42
e 9 44 163.556
e 23 41 164.072
e 24 47 172.736
e 25 41 175.792
e 25 34 177.307
e 3 9 180.819
e 3 34 183.954
e 1 41 205.225
